year,gdp_growth_rate,gdp,gdp_per_capita,capital_investment,household_consumption,inflation,exports,imports,foreign_investments,net_equity_inflow,current_account_balance,trade_balance,foreign_exchange_reserves,net_payment_error_balance,country_id,government spending as percent of gdp,gov_spend,gov_debt,tax_revenue,foreign_aid_assistance,economic_growth_forecast,investment_forecast,inflation_forecast,liability_liquid,assets_bank,credit_bank_to_gov,population,population_growth,life_expectancy,globalization_index,economic_gi,political_gi,social_gi,energy,income_natural_resources,electricity_access,renewable_pg,fossil_pg,wind_pg,solar_pg,hydro_pg,nuclear_pg,geo_pg,labour_force,unemplyment_rate,s&p,moodys,fitch,yield
2017,2.29,2595.15,38685.26,606.7,1397.52,1.0,801.18,828.74,35.87,28592.02,-17.98,-23.5,156.32,-17653.9,62,23.64,612.08,98.13,23.63,,2.44,23.44,1.25,101.41,115.32,15.81,66.92,0.29,82.58,87.4,78.06,98.17,85.96,,0.04,100.0,95.11,58.92,24.61,9.59,49.39,381.85,0.13,30.29,9.41,AAA,Baa1,AA,0.67
2018,1.87,2790.96,41572.48,665.52,1503.08,1.9,884.68,912.87,77.49,-30606.08,-24.38,-32.2,166.48,-9032.73,62,23.27,649.18,97.78,24.17,,1.84,23.86,1.88,102.64,116.53,14.73,67.1,0.27,82.72,87.69,79.21,97.98,85.88,,0.04,100.0,115.63,44.4,28.6,10.89,64.49,393.2,0.13,30.44,9.02,AAA,Baa1,AA,0.7
2019,1.84,2728.87,40578.64,664.88,1462.92,1.1,862.11,888.23,57.48,-6934.7,-8.21,-25.56,189.01,-16320.43,62,22.98,627.19,97.4,24.55,,1.84,24.39,1.59,106.2,119.33,14.66,67.25,0.22,82.58,87.63,79.46,97.99,85.45,,0.04,100.0,118.59,48.21,34.72,12.23,56.98,382.4,0.13,30.39,8.41,AAA,Baa1,AA,0.04
2020,-7.86,2630.32,39030.36,626.33,1397.71,0.5,733.17,786.3,,15520.34,-49.06,-48.56,224.24,-12101.61,62,25.07,659.41,114.6,,,-7.99,23.66,-0.18,131.56,137.72,,67.39,0.21,,,,,,,,100.0,129.27,44.55,40.7,13.58,60.75,335.41,0.13,30.03,8.01,AAA,Baa1,AA,-0.34
1976,4.95,519.75,6634.86,132.86,301.93,4.2,93.93,105.5,1.32,650.26,3.75,11.06,45.87,885.97,66,20.41,106.06,,10.17,,,,,52.55,81.43,,78.34,-0.43,71.63,70.51,56.97,85.03,69.52,4314.58,0.78,,,,,,,,,,,AAA,Baa1,AA,7.4
1977,3.35,600.5,7682.95,151.3,350.56,3.7,107.97,120.84,0.95,697.14,3.9,13.17,54.22,-922.4,66,20.37,122.32,,10.49,,,,,54.24,84.1,,78.16,-0.23,71.88,70.78,57.14,85.23,69.97,4336.09,0.66,,,,,,,,,,,AAA,Baa1,AA,6.1
1978,3.01,740.47,9482.04,188.8,427.98,2.7,130.59,144.72,1.6,1518.98,9.28,17.35,75.29,2977.57,66,20.49,151.73,,10.49,,,,,55.98,87.71,,78.09,-0.09,72.14,71.09,57.31,85.52,70.45,4483.88,0.49,,,,,,,,,,,AAA,Baa1,AA,6.7
1979,4.15,881.35,11281.02,241.74,512.04,4.0,157.1,188.61,1.73,1005.58,-5.39,5.75,101.32,-4318.76,66,20.4,179.81,,10.38,,,,,54.45,90.31,,78.13,0.04,72.41,71.39,57.78,85.72,70.67,4685.3,0.48,,,,,,,,,,,AAA,Baa1,AA,7.9
1980,1.41,950.29,12138.31,258.53,559.33,5.4,176.96,220.78,-0.19,313.15,-15.66,-4.88,104.7,2148.3,66,20.89,198.47,,10.28,,1.27,30.07,,53.36,92.22,36.48,78.29,0.21,72.68,71.96,59.26,85.81,70.82,4562.3,0.6,,,,,,,,,,,AAA,Baa1,AA,8.8
1981,0.53,800.47,10209.07,196.97,475.73,6.3,161.17,192.5,-0.42,1072.83,-5.3,5.18,81.55,1690.85,66,21.43,171.52,,10.06,,0.11,27.3,,52.92,95.89,39.91,78.41,0.15,72.95,72.62,61.17,85.91,70.78,4399.5,0.95,,,,,,,,,,,AAA,Baa1,AA,9.7
1982,-0.39,776.58,9913.74,179.79,460.74,5.2,162.07,182.63,0.47,204.9,5.51,15.45,88.25,-2943.5,66,21.12,164.01,,9.79,,-0.79,25.46,,54.15,98.1,42.46,78.33,-0.1,73.23,72.85,61.65,86.1,70.8,4257.86,0.96,,,,,,,,,,,AAA,Baa1,AA,7.9
1983,1.57,770.68,9864.34,184.5,458.04,3.3,156.38,179.45,1.0,1105.45,4.35,11.34,78.99,726.04,66,20.86,160.8,,9.75,,1.56,26.48,,54.68,99.96,42.59,78.13,-0.26,73.51,72.78,61.07,86.0,71.27,4268.05,0.64,,,,,,,,,,,AAA,Baa1,AA,8.4
1984,2.82,725.11,9313.17,171.87,429.46,2.4,157.53,177.78,0.59,1291.88,9.21,14.99,69.49,3119.99,66,20.66,149.83,,10.19,,2.83,26.22,,54.79,100.87,42.41,77.86,-0.35,73.78,73.24,62.17,86.05,71.5,4447.32,0.52,,,,,,,,,,,AAA,Baa1,AA,7.2
1985,2.33,732.53,9429.57,169.33,429.31,2.1,168.04,182.96,0.53,2153.89,17.99,22.91,75.5,3460.62,66,20.59,150.85,,10.2,,2.19,25.14,,56.14,102.39,42.41,77.68,-0.22,74.05,74.12,64.39,86.06,71.93,4598.14,0.56,,,,,,,,,,,AAA,Baa1,AA,6.6
1986,2.29,1046.26,13461.83,242.06,597.88,-0.1,222.72,226.59,1.19,6829.13,38.66,46.14,88.94,3467.05,66,20.48,214.22,,9.94,,2.42,25.17,,56.32,100.39,40.65,77.72,0.05,74.31,73.7,63.11,85.87,72.12,4589.15,0.25,,,,,,,,,,,AAA,Baa1,AA,6.2
1987,1.4,1298.18,16677.51,292.65,747.28,0.2,268.5,272.7,1.62,-836.13,44.22,55.19,124.83,1300.97,66,20.69,268.63,,10.08,,1.47,24.7,,57.64,101.43,42.02,77.84,0.15,74.56,73.73,63.52,85.28,72.4,4616.4,0.15,,,,,,,,,,,AAA,Baa1,AA,6.5
1988,3.71,1401.23,17931.28,326.14,799.72,1.3,295.52,300.37,-1.51,3017.78,53.96,60.09,97.58,1437.34,66,20.44,286.46,,9.82,,3.74,25.55,,57.57,101.34,43.2,78.14,0.39,74.79,73.11,63.38,83.15,72.8,4629.18,0.14,,,,,,,,,,,AAA,Baa1,AA,6.5
1989,3.9,1398.97,17764.38,339.24,799.38,2.8,311.96,320.59,5.17,12083.75,57.05,59.54,98.88,5381.46,66,19.48,272.53,,10.25,,3.91,26.51,,56.53,100.16,40.95,78.75,0.77,75.01,72.46,65.26,79.03,73.11,4514.7,0.18,,,,,,,,,,,AAA,Baa1,AA,7.5
1990,5.26,1771.67,22303.96,439.88,998.27,2.7,404.58,407.98,2.56,-1899.48,46.46,45.84,104.55,19344.61,66,19.1,338.39,,9.83,,5.72,27.41,,61.12,106.69,41.54,79.43,0.86,75.23,72.15,65.83,78.91,71.7,4421.36,0.23,100.0,,,,,,,,38.89,,AAA,Baa1,AA,8.85
1991,5.11,1868.95,23357.76,481.67,1047.32,4.0,442.28,451.4,4.74,1638.41,-26.56,-8.67,96.66,16385.74,66,18.68,349.06,39.0,11.63,,5.01,25.77,,59.96,107.52,40.05,80.01,0.73,75.32,77.1,66.13,91.73,73.43,4302.89,0.14,100.0,20.68,346.07,0.22,0.0,14.74,140.06,0.0,40.05,5.32,AAA,Baa1,AA,8.21
1992,1.92,2131.57,26438.23,538.44,1194.11,5.1,473.1,483.78,-2.14,-2804.99,-25.26,-10.73,122.69,14381.59,66,19.22,409.71,41.5,11.75,,1.92,25.26,3.3,60.25,110.71,43.84,80.62,0.76,75.82,77.47,65.4,93.01,73.99,4190.98,0.1,100.0,23.73,330.36,0.29,0.0,17.22,150.86,0.0,39.9,6.32,AAA,Baa1,AA,7.32
1993,-0.98,2071.32,25522.63,495.84,1173.6,4.5,420.76,419.72,0.48,7540.19,-21.41,1.06,114.82,-4721.24,66,19.35,400.84,45.1,11.46,,-0.98,23.94,4.2,64.98,118.44,48.51,81.16,0.66,75.87,78.08,65.98,95.5,72.77,4122.7,0.08,100.0,24.57,324.1,0.67,0.0,17.7,145.8,0.0,39.67,7.68,AAA,Baa1,AA,5.83
1994,2.39,2205.07,27076.61,536.5,1239.07,2.7,465.51,461.9,7.52,3924.19,-33.45,3.34,113.84,-2186.15,66,19.31,425.89,47.5,11.68,,2.4,24.33,2.5,63.73,122.65,51.23,81.44,0.35,76.27,77.86,66.12,94.6,72.84,4088.8,0.06,100.0,28.39,325.34,1.43,0.01,19.73,143.17,0.0,39.93,8.73,AAA,Baa1,AA,7.46
1995,1.54,2585.79,31658.35,629.04,1443.96,1.7,568.73,558.21,12.04,-1512.38,-32.19,10.54,121.82,-2541.33,66,19.42,502.27,54.9,11.48,,1.54,24.33,1.5,64.28,127.09,56.93,81.68,0.29,76.42,78.24,66.52,94.76,73.44,4119.69,0.07,100.0,30.98,327.99,1.71,0.01,21.56,145.44,0.0,39.8,8.16,AAA,Baa1,AA,6.07
1996,0.81,2497.24,30485.87,580.92,1406.22,1.4,570.87,553.03,15.59,12982.22,-17.02,17.77,118.32,-950.02,66,19.71,492.27,57.8,10.9,,0.82,23.26,1.46,68.08,134.69,60.45,81.91,0.29,76.67,79.04,67.74,95.13,74.24,4246.55,0.07,100.0,31.81,337.47,2.08,0.01,21.74,152.02,0.0,39.82,8.82,AAA,Baa1,AA,5.79
1997,1.79,2211.99,26964.05,517.06,1242.96,1.9,560.97,537.12,18.64,12869.51,-11.52,23.72,105.21,3744.19,66,19.35,428.13,58.9,10.73,,1.79,23.38,1.45,68.3,139.78,62.4,82.03,0.15,77.07,80.45,71.18,95.14,75.03,4203.36,0.07,100.0,28.5,328.94,3.03,0.02,17.18,161.81,0.0,40.05,9.86,AAA,Baa1,AA,5.33
1998,2.01,2238.99,27289.06,537.82,1246.06,0.9,591.25,563.73,29.53,56769.33,-15.64,27.61,108.27,-420.7,66,19.1,427.61,59.5,10.83,,2.02,24.02,0.13,70.36,145.28,62.14,82.05,0.02,77.48,81.32,73.39,95.08,75.5,4177.29,0.05,100.0,31.41,338.6,4.59,0.04,17.04,153.56,0.0,40.08,9.79,AAA,Baa1,AA,3.86
1999,1.89,2194.95,26725.92,526.68,1233.08,0.6,591.54,579.42,86.04,28706.43,-31.38,12.12,93.41,39055.78,66,19.25,422.31,60.4,11.51,,1.89,24.0,1.42,,,,82.1,0.06,77.73,82.44,75.29,95.35,76.69,4079.93,0.05,100.0,33.26,326.07,5.53,0.03,19.45,161.5,0.0,40.29,8.86,AAA,Baa1,AA,5.15
2000,2.91,1947.98,23635.93,475.82,1093.98,1.4,599.42,596.12,248.01,-27954.35,-33.9,3.86,87.5,-11105.86,66,19.04,370.06,59.3,11.71,,2.9,24.49,2.04,,,,82.21,0.14,77.93,84.55,78.84,95.94,78.86,4094.06,0.1,100.0,41.05,339.76,9.35,0.06,21.52,161.13,0.0,40.25,7.92,AAA,Baa1,AA,4.89
2001,1.68,1945.79,23607.88,446.38,1097.72,2.0,619.1,587.47,56.95,76890.62,-7.1,31.69,82.13,10957.1,66,18.95,368.39,58.2,10.96,,1.69,22.96,1.38,64.38,139.47,27.06,82.35,0.17,78.33,84.75,78.66,96.09,79.5,4209.8,0.13,100.0,45.52,342.94,10.46,0.12,22.51,162.74,0.0,40.33,7.77,AAA,Baa1,AA,4.74
2002,-0.2,2078.48,25077.73,429.79,1153.09,1.4,674.22,586.3,51.27,13823.43,39.72,88.41,89.14,-26188.56,66,19.23,397.83,59.9,10.84,,-0.2,20.78,0.99,67.27,138.11,26.68,82.49,0.17,78.23,84.74,77.57,96.27,80.37,4108.4,0.11,100.0,51.46,343.5,15.86,0.19,22.89,156.6,0.0,40.45,8.48,AAA,Baa1,AA,4.34
2003,-0.7,2501.64,30243.58,510.13,1409.4,1.0,819.02,724.82,65.4,25249.42,35.99,94.7,96.84,11840.63,66,19.33,482.39,63.5,11.0,,-0.7,20.44,1.1,69.73,136.42,26.48,82.53,0.06,78.38,85.4,78.26,96.73,81.22,4084.5,0.1,100.0,54.87,365.28,19.09,0.33,19.07,156.81,0.0,40.65,9.78,AAA,Baa1,AA,4.29
2004,1.18,2814.35,34044.05,557.32,1577.16,1.7,1003.26,857.16,-20.41,-7881.31,127.51,146.17,97.17,11323.52,66,18.82,528.62,65.2,10.43,,1.18,19.84,2.17,69.92,133.13,26.69,82.52,-0.02,78.68,85.85,79.08,96.23,82.25,4114.39,0.14,100.0,64.83,360.07,26.02,0.56,20.87,158.71,0.0,40.56,10.73,AAA,Baa1,AA,3.58
2005,0.73,2846.86,34507.37,554.51,1608.98,1.5,1083.1,935.11,59.84,22064.84,133.09,148.77,101.68,-9684.89,66,18.78,534.33,67.5,10.66,,0.73,19.49,2.13,72.83,130.82,25.38,82.47,-0.06,78.93,86.41,80.1,96.21,82.91,4086.5,0.14,100.0,67.41,360.72,27.77,1.28,19.44,154.61,0.0,41.25,11.17,AAA,Baa1,AA,3.34
2006,3.82,2994.7,36323.45,615.52,1666.22,1.6,1239.75,1077.69,87.44,35648.3,173.49,162.49,111.64,25003.98,66,18.33,548.4,66.9,10.85,,3.81,20.57,1.39,73.82,125.11,23.04,82.38,-0.11,79.13,87.06,80.69,97.03,83.45,4204.65,0.17,100.0,77.62,362.97,31.32,2.22,19.81,158.71,0.0,41.6,10.25,AAA,Baa1,AA,3.77
2007,2.98,3425.58,41587.21,731.46,1847.26,2.3,1482.17,1250.52,50.85,76962.83,235.78,232.13,135.93,19885.77,66,17.86,610.86,64.2,11.33,,2.98,21.38,3.08,77.39,117.36,20.23,82.27,-0.13,79.53,87.88,80.35,97.95,85.36,3985.81,0.17,100.0,95.04,374.02,40.51,3.08,20.96,133.21,0.0,41.88,8.66,AAA,Baa1,AA,4.21
2008,0.96,3745.26,45427.15,799.95,2022.6,2.6,1633.72,1407.18,30.95,-68625.8,213.25,229.51,138.56,-32240.95,66,18.26,680.94,65.7,11.47,,0.96,21.45,1.0,82.25,115.7,18.7,82.11,-0.19,79.74,87.54,79.34,97.42,85.87,4036.83,0.3,100.0,100.14,362.28,41.39,4.42,20.24,140.89,0.02,41.89,7.52,AAA,Baa1,AA,3.05
2009,-5.69,3411.26,41485.9,630.51,1917.74,0.3,1295.23,1124.97,56.7,20837.41,201.13,172.77,179.04,-13889.99,66,19.99,679.28,73.2,11.61,,-5.7,18.56,0.88,84.62,119.01,20.24,81.9,-0.25,79.84,87.07,78.14,97.16,85.9,3790.5,0.16,100.0,102.24,331.29,39.42,6.58,18.84,127.72,0.02,41.95,7.74,AAA,Baa1,AA,3.14
2010,4.18,3399.67,41531.93,681.51,1871.69,1.1,1445.67,1266.95,86.04,4762.46,196.17,180.22,215.98,-74043.35,66,19.56,664.44,82.0,11.19,,4.19,20.07,1.85,84.09,113.21,24.72,81.78,-0.15,79.99,87.0,77.47,97.06,86.48,3997.08,0.2,100.0,112.44,350.2,38.55,11.73,20.68,133.01,0.03,42.01,6.97,AAA,Baa1,AA,2.91
2011,3.93,3749.32,46644.78,810.11,2036.46,2.1,1687.12,1503.34,97.54,-5501.29,231.97,184.74,234.1,-64765.3,66,19.07,714.06,79.4,11.48,,3.91,21.64,2.24,85.11,105.73,20.83,80.27,-1.85,80.44,87.17,77.73,96.96,86.82,3869.82,0.23,100.0,131.08,344.76,49.86,19.6,17.32,102.31,0.02,41.66,5.82,AAA,Baa1,AAA,1.93
2012,0.42,3527.14,43858.36,695.45,1936.76,2.0,1633.41,1418.24,65.44,-2528.21,251.55,216.99,248.86,-56787.27,66,19.28,679.96,80.7,11.62,,0.43,19.72,2.19,89.35,105.44,21.64,80.43,0.19,80.54,87.33,77.94,97.0,87.05,3876.95,0.17,100.0,149.86,349.06,51.68,26.38,21.33,94.1,0.03,41.73,5.38,AAA,Baa1,AAA,1.3
2013,0.44,3733.8,46285.77,748.55,2036.47,1.5,1695.36,1480.41,67.2,15293.85,245.38,218.58,198.54,56254.59,66,19.63,732.77,78.3,11.61,,0.43,20.05,1.33,90.03,102.93,20.84,80.65,0.27,80.49,87.37,77.73,97.04,87.32,3939.53,0.12,100.0,159.16,352.45,52.74,31.01,22.66,92.14,0.08,42.1,5.23,AAA,Baa1,AAA,1.8
2014,2.21,3889.09,47959.99,791.17,2074.88,0.9,1771.82,1514.76,19.49,2678.99,278.66,257.74,193.48,35367.98,66,19.59,760.82,75.3,11.48,,2.22,20.37,0.2,90.24,99.05,19.75,80.98,0.42,81.09,87.73,79.11,96.77,87.32,3779.46,0.1,100.0,170.4,331.67,58.5,36.06,19.31,91.78,0.1,42.32,4.98,AAA,Baa1,AAA,0.59
2015,1.49,3357.59,41086.73,662.62,1777.8,0.5,1574.77,1319.86,62.42,20275.11,288.62,255.04,173.73,-29151.54,66,19.69,660.9,72.0,11.48,,1.49,19.74,0.2,94.53,97.11,18.99,81.69,0.87,80.64,87.62,78.69,97.03,87.15,3817.55,0.08,100.0,195.68,331.76,80.62,38.73,18.66,86.81,0.13,42.59,4.62,AAA,Baa1,AAA,0.55
2016,2.23,3469.85,42107.52,692.37,1829.26,0.5,1597.59,1341.8,64.71,-8204.77,295.08,256.4,184.03,-8694.45,66,19.9,690.07,69.0,11.3,,2.23,19.97,1.71,96.05,94.49,17.19,82.35,0.81,80.99,88.29,79.86,97.56,87.43,,0.07,100.0,196.96,339.66,79.92,38.1,20.21,80.07,0.18,43.06,4.12,AAA,Baa1,AAA,0.25
2017,2.68,3690.85,44542.3,771.77,1918.49,1.5,1736.42,1475.42,109.51,-4042.58,288.53,260.59,199.98,27500.12,66,19.84,730.47,64.7,11.42,,2.68,20.96,1.58,96.33,92.09,14.78,82.66,0.37,80.99,88.69,80.48,97.96,87.63,,0.07,100.0,223.08,325.31,105.69,39.4,19.99,72.16,0.16,43.29,3.75,AAA,Baa1,AAA,0.3
2018,1.09,3977.29,47950.18,870.79,2068.09,1.7,1880.38,1635.19,158.52,-41732.46,312.69,245.93,198.03,-21408.69,66,19.9,791.29,61.3,11.45,,1.09,21.91,1.65,97.86,90.84,12.92,82.91,0.3,80.89,88.83,80.6,97.9,87.99,,0.08,100.0,231.05,307.93,109.95,45.78,17.82,71.87,0.18,43.56,3.38,AAA,Baa1,AAA,0.19
2019,1.06,3888.33,46794.9,860.92,2018.32,1.4,1812.9,1593.26,67.62,-12426.34,289.6,219.47,224.03,-61247.86,66,20.3,789.45,58.9,11.4,,1.05,22.14,1.53,99.92,91.78,12.06,83.09,0.23,80.94,88.73,81.16,97.72,87.3,,0.1,100.0,246.54,257.9,125.89,46.39,19.86,70.98,0.2,43.87,3.14,AAA,Baa1,AAA,-0.3
2020,-4.57,3846.41,46208.43,813.48,1950.85,0.5,1669.99,1449.78,,-17511.36,268.53,221.51,268.41,5140.82,66,22.41,861.87,68.7,,,-4.56,21.15,-0.66,112.49,98.42,,83.24,0.18,,,,,,,,100.0,253.14,221.66,130.97,50.6,19.27,60.92,0.22,43.38,3.81,AAA,Baa1,AAA,-0.62
1976,6.85,31.15,3390.54,11.9,17.69,13.0,4.38,6.49,0.31,0.0,-0.93,-1.61,1.27,-60.0,69,14.57,4.54,,14.1,,,,,34.79,27.19,,9.19,1.55,72.52,53.28,35.35,65.45,59.04,1386.1,0.39,,,,,,,,,,,BBB+,Baa1,A,
1977,2.94,36.18,3886.37,12.21,21.53,12.4,5.06,7.48,0.39,0.0,-1.08,-1.84,1.48,-192.0,69,15.43,5.58,,13.96,,,,,35.76,29.41,,9.31,1.3,72.76,53.83,35.37,66.62,59.51,1469.55,0.37,,,,,,,,,,,BBB+,Baa1,A,
1978,7.25,44.27,4694.63,14.51,26.38,12.6,6.04,8.63,0.43,0.0,-0.96,-1.77,2.16,-259.0,69,15.22,6.74,,14.29,,,,,46.51,52.91,,9.43,1.3,73.03,54.22,34.94,67.97,59.75,1525.44,0.23,,,,,,,,,,,BBB+,Baa1,A,
1979,3.28,54.48,5705.95,17.48,32.12,19.1,8.27,11.09,0.61,0.0,-1.89,-2.88,3.29,422.0,69,15.64,8.52,,13.9,,,,,44.53,50.85,,9.55,1.25,73.33,54.42,34.95,68.37,59.95,1597.93,0.21,,,,,,,,,,,BBB+,Baa1,A,
1980,0.68,56.83,5893.66,17.4,34.34,24.7,10.98,14.36,0.67,0.0,-2.21,-3.02,3.61,-485.0,69,15.63,8.88,,13.77,,0.68,34.52,27.61,45.85,51.78,,9.64,0.98,73.65,55.3,36.93,69.51,59.46,1553.78,0.27,,3.4,17.89,0.0,0.0,3.4,0.0,0.0,,,BBB+,Baa1,A,
1981,-1.55,52.35,5380.27,13.1,32.3,24.5,11.2,13.48,0.52,0.0,-2.41,-3.1,2.55,370.0,69,17.18,8.99,,12.32,,-1.56,38.1,22.51,51.29,56.1,,9.73,0.9,73.97,56.81,40.38,70.1,59.96,1505.28,0.52,,3.4,18.48,0.0,0.0,3.4,0.0,0.0,,,BBB+,Baa1,A,
1982,-1.13,54.62,5579.23,16.27,33.54,21.0,9.4,13.46,0.44,0.0,-1.89,-2.9,2.63,31.0,69,17.4,9.51,,14.93,,-1.13,19.18,19.05,52.69,56.6,,9.79,0.62,74.28,56.8,39.88,70.5,60.04,1537.28,0.57,,3.55,18.21,0.0,0.0,3.55,0.0,0.0,,,BBB+,Baa1,A,
1983,-1.08,49.43,5019.88,14.16,31.01,20.2,8.14,12.21,0.44,0.0,-1.88,-2.82,2.38,-314.0,69,17.99,8.89,,15.6,,-1.08,27.45,20.15,53.24,58.63,,9.85,0.58,74.57,58.12,42.57,71.53,60.26,1599.07,0.51,,2.33,19.93,0.0,0.0,2.33,0.0,0.0,,,BBB+,Baa1,A,
1984,2.01,48.02,4852.57,14.31,29.0,18.5,8.07,11.57,0.49,0.0,-2.13,-2.81,2.22,-241.0,69,18.55,8.91,,13.97,,2.01,8.78,18.05,55.4,58.5,,9.9,0.5,74.83,58.46,43.96,71.2,60.21,1652.73,0.48,,2.85,20.21,0.0,0.0,2.85,0.0,0.0,,,BBB+,Baa1,A,
1985,2.51,47.82,4813.71,14.99,28.46,19.3,7.72,11.6,0.45,0.0,-3.28,-3.81,2.22,-42.0,69,19.28,9.22,,13.81,,2.51,11.22,24.82,56.83,60.86,,9.93,0.39,75.08,59.23,45.82,71.69,60.17,1766.77,0.53,,2.79,22.94,0.0,0.0,2.79,0.0,0.0,,,BBB+,Baa1,A,
1986,0.52,56.38,5656.51,17.1,33.86,23.0,9.98,14.07,0.47,0.0,-1.68,-2.74,2.81,-86.0,69,18.28,10.31,,15.59,,0.52,16.09,17.0,57.5,61.7,,9.97,0.33,75.33,59.55,45.52,72.73,60.4,1673.82,0.24,,3.22,22.79,0.0,0.0,3.22,0.0,0.0,,,BBB+,Baa1,A,
1987,-2.26,65.65,6564.88,15.15,42.14,16.4,11.9,15.88,0.68,0.0,-1.22,-2.83,4.3,223.0,69,18.62,12.23,,16.36,,-2.26,26.09,15.76,62.57,64.71,,10.0,0.33,75.6,58.91,46.16,70.98,59.58,1791.83,0.21,,2.77,24.9,0.0,0.0,2.77,0.0,0.0,,,BBB+,Baa1,A,
1988,4.29,76.26,7598.03,20.28,49.1,13.5,12.44,17.77,0.91,0.0,-0.96,-3.1,5.01,87.0,69,16.38,12.49,,15.1,,4.29,20.42,13.97,63.17,65.19,,10.04,0.36,75.89,57.05,45.18,66.44,59.55,1902.91,0.36,,2.36,27.39,0.0,0.0,2.35,0.0,0.0,,,BBB+,Baa1,A,
1989,3.8,79.17,7846.68,21.26,51.74,13.7,12.62,19.66,0.75,0.0,-2.56,-4.91,4.58,-539.0,69,17.39,13.77,,13.0,,3.8,23.33,14.85,65.62,68.46,,10.09,0.52,76.69,55.99,46.19,61.96,59.82,2093.11,0.34,,1.89,29.48,0.0,0.0,1.89,0.0,0.0,,,BBB+,Baa1,A,
1990,0.0,97.89,9600.19,26.98,65.18,20.4,14.47,24.82,1.01,,-3.54,-6.55,4.72,-175.0,69,17.48,17.11,,15.12,,,24.08,22.88,62.21,65.51,,10.2,1.06,76.94,56.5,45.85,61.79,61.86,2102.68,0.24,100.0,1.75,31.03,0.0,0.0,1.75,0.0,0.0,4.2,,BBB+,Baa1,A,
1991,3.1,105.14,10188.37,29.87,69.81,19.5,14.93,25.65,1.14,,-1.57,-5.99,6.4,-181.3,69,16.49,17.34,,,,3.1,20.61,18.02,55.02,59.17,,10.32,1.2,77.14,62.39,46.43,77.3,63.44,2094.62,0.24,100.0,3.07,30.68,0.0,0.0,3.07,0.0,0.0,4.17,7.66,BBB+,Baa1,A,
1992,0.7,116.22,11176.46,29.53,78.97,15.9,17.29,27.83,1.14,,-2.14,-6.57,5.94,-859.0,69,15.95,18.54,,,,0.7,22.3,14.4,52.16,60.47,,10.4,0.76,77.38,65.38,50.47,81.74,63.92,2129.89,0.16,100.0,2.33,32.78,0.01,0.0,2.18,0.0,0.0,4.29,7.84,BBB+,Baa1,A,
1993,-1.6,108.81,10401.98,26.31,74.36,14.4,15.29,25.0,0.98,,-0.75,-5.81,9.14,-634.0,69,16.6,18.06,,,,-1.6,21.34,12.01,50.48,62.55,,10.46,0.59,77.39,67.4,52.99,84.79,64.41,2090.76,0.09,100.0,2.4,33.57,0.05,0.0,2.26,0.0,0.0,4.33,8.61,BBB+,Baa1,A,
1994,2.0,116.6,11091.28,26.57,79.5,10.9,16.84,25.32,0.98,,-0.15,-5.83,15.81,-391.0,69,15.98,18.64,,,,2.0,18.61,10.67,54.48,60.29,,10.51,0.5,77.64,67.82,54.12,84.4,64.96,2138.25,0.07,100.0,2.69,35.41,0.04,0.0,2.57,0.0,0.0,4.44,8.86,BBB+,Baa1,A,
1995,2.1,136.88,12959.32,30.76,93.07,8.9,19.75,31.05,1.05,,-2.86,-9.19,16.12,-329.0,69,17.79,24.35,99.0,18.58,,2.1,11.85,7.82,55.71,61.78,,10.56,0.47,77.59,68.11,54.19,84.67,65.47,2147.14,0.07,100.0,3.63,35.37,0.03,0.0,3.49,0.0,0.0,4.53,9.06,BBB+,Baa1,A,
1996,2.86,145.86,13749.12,34.06,99.13,8.2,20.84,33.85,1.06,,-4.55,-10.39,18.78,92.0,69,17.61,25.68,101.3,18.64,,2.86,12.5,6.95,56.85,61.1,,10.61,0.44,77.69,69.22,56.82,85.35,65.48,2206.1,0.06,100.0,4.46,35.64,0.04,0.0,4.31,0.0,0.0,4.63,9.66,BBB+,Baa1,A,
1997,4.48,143.16,13427.83,32.13,95.49,5.5,23.22,33.0,0.98,,-4.86,-10.74,13.65,204.0,69,17.68,25.31,99.5,19.52,,4.48,12.81,4.54,55.93,60.04,,10.66,0.49,78.14,70.29,58.59,86.25,66.04,2282.14,0.04,100.0,3.99,36.91,0.04,0.0,3.84,0.0,0.0,4.65,9.58,BBB+,Baa1,A,10.48
1998,3.89,144.43,13472.14,36.36,96.77,4.8,23.54,37.51,0.07,,,,18.5,,69,17.5,25.27,97.4,20.53,,3.9,18.32,3.7,51.99,58.75,,10.72,0.55,77.84,72.1,62.94,87.06,66.31,2389.79,0.03,100.0,3.91,39.7,0.07,0.0,3.68,0.0,0.0,4.79,10.84,BBB+,Baa1,A,7.17
1999,3.07,142.59,13245.19,34.42,95.13,2.6,27.45,40.08,0.08,-2588.6,-7.29,-10.69,19.35,93.62,69,17.98,25.63,98.9,21.43,,3.07,24.08,2.31,,,,10.76,0.38,77.99,73.88,66.73,87.53,67.39,2390.08,0.03,100.0,4.9,41.78,0.16,0.0,4.55,0.0,0.0,4.86,11.85,BBB+,Baa1,A,6.4
